3.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.579201104002152301e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.426987933763680994e-01
8.571428571428572063e-01,0.000000000000000000e+00,1.428571428571428492e-01,0.000000000000000000e+00,2.374443443125649478e-01
8.571428571428572063e-01,0.000000000000000000e+00,1.428571428571428492e-01,1.000000000000000000e+00,2.528197216936867719e-01
7.142857142857143016e-01,0.000000000000000000e+00,2.857142857142856984e-01,0.000000000000000000e+00,2.184192994379784147e-01
7.142857142857143016e-01,0.000000000000000000e+00,2.857142857142856984e-01,1.000000000000000000e+00,2.658757151088947390e-01
5.714285714285713969e-01,0.000000000000000000e+00,4.285714285714285476e-01,0.000000000000000000e+00,1.975245162635070884e-01
5.714285714285713969e-01,0.000000000000000000e+00,4.285714285714285476e-01,1.000000000000000000e+00,2.806547145232698992e-01
4.285714285714286031e-01,0.000000000000000000e+00,5.714285714285713969e-01,0.000000000000000000e+00,1.750056313290375976e-01
4.285714285714286031e-01,0.000000000000000000e+00,5.714285714285713969e-01,1.000000000000000000e+00,2.933612442054140401e-01
2.857142857142858094e-01,0.000000000000000000e+00,7.142857142857141906e-01,0.000000000000000000e+00,1.579032936534427167e-01
2.857142857142858094e-01,0.000000000000000000e+00,7.142857142857141906e-01,1.000000000000000000e+00,3.067208948758205489e-01
1.428571428571429047e-01,0.000000000000000000e+00,8.571428571428570953e-01,0.000000000000000000e+00,1.463783827431500428e-01
1.428571428571429047e-01,0.000000000000000000e+00,8.571428571428570953e-01,1.000000000000000000e+00,3.146915129546215550e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.417544831536030892e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.242087893701633972e-01
7.142857142857143016e-01,1.428571428571428492e-01,1.428571428571428492e-01,0.000000000000000000e+00,2.249837990659454001e-01
7.142857142857143016e-01,1.428571428571428492e-01,1.428571428571428492e-01,1.000000000000000000e+00,2.666405019882416849e-01
5.714285714285713969e-01,1.428571428571428492e-01,2.857142857142856984e-01,0.000000000000000000e+00,2.057654478725873537e-01
5.714285714285713969e-01,1.428571428571428492e-01,2.857142857142856984e-01,1.000000000000000000e+00,2.807970969859649446e-01
4.285714285714286031e-01,1.428571428571428492e-01,4.285714285714285476e-01,0.000000000000000000e+00,1.804997136752086728e-01
4.285714285714286031e-01,1.428571428571428492e-01,4.285714285714285476e-01,1.000000000000000000e+00,2.960039184159948822e-01
2.857142857142858094e-01,1.428571428571428492e-01,5.714285714285713969e-01,0.000000000000000000e+00,1.615728872199088395e-01
2.857142857142858094e-01,1.428571428571428492e-01,5.714285714285713969e-01,1.000000000000000000e+00,3.109515539114864890e-01
1.428571428571430157e-01,1.428571428571428492e-01,7.142857142857141906e-01,0.000000000000000000e+00,1.460043194057814853e-01
1.428571428571430157e-01,1.428571428571428492e-01,7.142857142857141906e-01,1.000000000000000000e+00,3.213788227876572257e-01
0.000000000000000000e+00,1.428571428571428492e-01,8.571428571428570953e-01,0.000000000000000000e+00,1.437283332687138704e-01
0.000000000000000000e+00,1.428571428571428492e-01,8.571428571428570953e-01,1.000000000000000000e+00,3.293291310786967130e-01
4.285714285714286031e-01,2.857142857142856984e-01,2.857142857142856984e-01,0.000000000000000000e+00,1.825277702423606097e-01
4.285714285714286031e-01,2.857142857142856984e-01,2.857142857142856984e-01,1.000000000000000000e+00,2.985990903400063123e-01
2.857142857142858094e-01,2.857142857142856984e-01,4.285714285714285476e-01,0.000000000000000000e+00,1.599101655340197103e-01
2.857142857142858094e-01,2.857142857142856984e-01,4.285714285714285476e-01,1.000000000000000000e+00,3.132316041284776698e-01
1.428571428571429047e-01,2.857142857142856984e-01,5.714285714285713969e-01,0.000000000000000000e+00,1.509789873744837585e-01
1.428571428571429047e-01,2.857142857142856984e-01,5.714285714285713969e-01,1.000000000000000000e+00,3.307629406606016342e-01
1.110223024625156540e-16,2.857142857142856984e-01,7.142857142857141906e-01,0.000000000000000000e+00,1.467795911365283035e-01
1.110223024625156540e-16,2.857142857142856984e-01,7.142857142857141906e-01,1.000000000000000000e+00,3.373382192981652650e-01
1.428571428571429047e-01,4.285714285714285476e-01,4.285714285714285476e-01,0.000000000000000000e+00,1.519110843784989284e-01
1.428571428571429047e-01,4.285714285714285476e-01,4.285714285714285476e-01,1.000000000000000000e+00,3.336148964683915974e-01
0.000000000000000000e+00,4.285714285714285476e-01,5.714285714285713969e-01,0.000000000000000000e+00,1.501238121819435944e-01
0.000000000000000000e+00,4.285714285714285476e-01,5.714285714285713969e-01,1.000000000000000000e+00,3.443627476449377944e-01
